Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_Jun,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Returning_Visitor,Revenue
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,2.0,2.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,1.0,1.0,3.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,12.0,265.1666667,0.011111111,0.026111111,0.0,0.2,3.0,2.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,2.0,29.0,0.0,0.1,0.0,1.0,2.0,4.0,4.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,4.0,160.0,0.0,0.075,0.0,0.0,4.0,2.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,4.0,135.6666667,0.05,0.025,0.0,0.4,3.0,3.0,1.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,2.0,4.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,3.0,2.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4.0,56.0,2.0,120.0,36.0,998.7416667,0.0,0.014736467,19.44707913,0.2,2.0,2.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,4.0,104.0,0.0,0.05,0.0,0.4,2.0,6.0,6.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.0,16.0,0.0,0.0,16.0,381.6865079,0.011764706,0.046568627,0.0,0.6,2.0,4.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,6.0,169.0,0.0,0.016666667,0.0,0.4,1.0,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,8.0,400.8,0.05,0.120833333,0.0,0.0,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12.0,279.4166667,0.0,0.0,42.0,1553.583333,0.009,0.019666667,38.30849268,0.0,1.0,1.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,14.0,706.5,0.0,0.007142857,0.0,0.0,2.0,2.0,5.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2.0,2.0,4.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3.0,87.83333333,0.0,0.0,27.0,798.3333333,0.0,0.012643678,22.9160357,0.8,2.0,2.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4.0,44.0,0.0,0.0,90.0,6951.972222,0.002150538,0.015013034,0.0,0.0,4.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,2.0,2.0,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,18.0,902.0,0.0,0.007407407,0.0,0.0,2.0,7.0,2.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,3.0,2.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2.0,6.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,20.0,197.3777778,0.025,0.0525,0.0,0.0,2.0,6.0,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.1,0.0,0.4,2.0,2.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,8.0,426.6666667,0.0,0.0125,0.0,0.0,2.0,4.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,135.0,0.0,0.066666667,0.0,0.0,2.0,4.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,16.0,588.3333333,0.0,0.025,0.0,0.0,2.0,4.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10.0,830.5870409259969,0.0,0.0,36.0,2111.341667,0.004347826,0.014492754,11.43941195,0.0,2.0,6.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.0,0.0,0.0,0.0,2.0,76.0,0.0,0.05,0.0,0.6,3.0,2.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,1.0,1.0,1.0,1.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.4,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,7.0,208.0,0.0,0.028571429,0.0,0.0,4.0,1.0,1.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,4.0,270.0,0.0,0.016666667,0.0,0.8,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,6.0,39.5,0.0,0.02,0.0,0.0,2.0,2.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,12.0,375.0,0.016666667,0.058333333,0.0,0.0,3.0,2.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,2.0,2.0,2.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,7.0,150.0,0.057142857,0.085714286,0.0,0.0,2.0,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,138.0,0.0,0.066666667,0.0,0.0,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,7.0,337.5,0.028571429,0.023809524,0.0,0.4,4.0,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,19.0,620.0333333,0.0,0.007894737,0.0,0.0,1.0,1.0,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.0,36.0,0.0,0.0,15.0,168.8461538,0.0,0.011764706,0.0,0.4,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,1.0,1.0,1.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,2.0,52.0,0.0,0.1,0.0,0.0,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,13.0,649.25,0.0,0.015384615,0.0,0.0,2.0,2.0,1.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,27.0,925.3333333,0.003703704,0.025925926,0.0,0.6,4.0,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,2.0,33.0,0.0,0.1,0.0,0.2,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,6.0,1566.5,0.05,0.066666667,0.0,0.2,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,4.0,105.0,0.0,0.025,0.0,0.6,1.0,1.0,1.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,1.0,0.0,7.0,50.0,0.038095238,0.080952381,0.0,0.6,2.0,4.0,1.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,16.0,644.2,0.004166667,0.031666667,0.0,0.0,3.0,2.0,3.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3.0,18.33333333,0.0,0.0,38.0,2635.177778,0.0,0.008947368,0.0,0.4,2.0,4.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4.0,61.0,0.0,0.0,19.0,607.0,0.0,0.026984127,17.53595893,1.0,1.0,1.0,7.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
0.0,0.0,0.0,0.0,6.0,415.0,0.0,0.033333333,0.0,0.4,1.0,1.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.0,31.0,1.0,16.0,36.0,2083.530952,0.0,0.01351025,0.0,0.8,2.0,2.0,4.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3.0,58.5,0.0,0.0,17.0,281.6666667,0.007058824,0.017647059,0.0,0.0,1.0,1.0,3.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,2.0,27.0,0.15,0.15,0.0,0.0,1.0,1.0,7.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,1.0,0.0,9.0,215.0,0.044444444,0.074074074,0.0,0.8,4.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,12.0,162.0,0.05,0.066666667,0.0,0.0,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,2.0,114.0,0.05,0.066666667,0.0,0.8,3.0,3.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6.0,326.25,4.0,94.0,128.0,5062.213753,0.000854701,0.01791847,0.0,0.0,2.0,5.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,4.0,253.0,0.0,0.016666667,0.0,0.6,2.0,2.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.4,2.0,2.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,1.0,1.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.0,22.0,0.0,0.0,25.0,436.5,0.008,0.024,0.0,0.2,2.0,4.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,1.0,93.0,30.0,1045.833333,0.012903226,0.035483871,0.0,0.2,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,12.0,317.8333333,0.0,0.005555556,0.0,0.0,1.0,1.0,1.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,21.0,1146.333333,0.0,0.012962963,0.0,0.8,3.0,2.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,11.0,577.0,0.018181818,0.027272727,0.0,0.2,2.0,2.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,8.0,95.0,0.0,0.075,0.0,0.0,4.0,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,6.0,301.5,0.0,0.111111111,0.0,0.0,2.0,4.0,9.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,6.0,243.0,0.0,0.033333333,0.0,0.0,2.0,4.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,4.0,135.5,0.0,0.05,0.0,0.6,2.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,2.0,75.0,14.0,442.3333333,0.0,0.034375,0.0,0.8,1.0,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.066666667,0.0,0.0,1.0,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,11.0,292.9,0.028,0.11952381,0.0,0.0,2.0,4.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,1.0,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,9.0,1238.333333,0.0,0.040740741,0.0,0.4,2.0,2.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,10.0,225.4666667,0.0,0.05,0.0,0.4,1.0,1.0,8.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4.0,462.0,0.0,0.0,51.0,1873.216667,0.0,0.00754717,0.0,0.6,2.0,2.0,9.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,13.0,0.133333333,0.166666667,0.0,0.0,2.0,4.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,2.0,222.0,0.0,0.1,0.0,0.0,2.0,6.0,1.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2.0,20.0,0.0,0.0,16.0,214.8333333,0.0,0.022222222,0.0,0.0,2.0,2.0,1.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3.0,2.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,6.0,2017.166667,0.0,0.011111111,0.0,0.8,2.0,2.0,4.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6.0,111.5,0.0,0.0,26.0,449.0277778,0.0,0.018518519,0.0,0.6,1.0,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,6.0,158.1666667,0.0,0.033333333,0.0,0.0,3.0,2.0,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,9.0,303.6666667,0.005555556,0.046296296,0.0,0.0,2.0,4.0,5.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.066666667,0.0,0.0,2.0,4.0,1.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,2.0,42.0,0.05,0.15,0.0,0.4,2.0,2.0,1.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4.0,103.625,0.0,0.0,14.0,1003.416667,0.0,0.018039216,0.0,0.2,1.0,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2.0,2.0,7.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,9.0,272.5,0.0,0.011851852,0.0,0.2,1.0,1.0,6.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3.0,19.0,0.0,0.0,8.0,344.0,0.0,0.007407407,0.0,0.0,2.0,4.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2.0,2.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,1.0,19.0,10.0,852.0,0.0,0.009090909,0.0,0.0,2.0,2.0,3.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,780.0,0.066666667,0.066666667,0.0,0.4,2.0,4.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,3.0,1038.0,0.0,0.033333333,0.0,0.0,2.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,4.0,573.0,0.0,0.05,0.0,0.0,2.0,2.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,28.0,1231.233333,0.007142857,0.030357143,0.0,0.0,1.0,1.0,4.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,11.0,316.6666667,0.0,0.027272727,0.0,0.8,2.0,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,20.0,873.7365079,0.0075,0.028166667,0.0,0.0,1.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.4,2.0,2.0,3.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,4.0,16.0,0.1,0.15,0.0,0.0,2.0,5.0,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,19.0,615.0,0.0,0.026315789,0.0,0.2,2.0,2.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,9.0,261.75,0.0,0.026666667,0.0,0.0,2.0,6.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,21.0,615.8831169,0.033333333,0.04993081,0.0,0.0,3.0,2.0,2.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3.0,3.0,3.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
